,category1,category2,macro_state_1,macro_state_2,innovation_success,outcome
64,2,3,4918.918163864228,1.6503462728331553,9,-8.389715939794755
65,5,1,6436.303262956449,3.5638275848059955,6,-77.6324408428135
66,3,3,5561.384811157982,2.807268616187807,7,-124.59790820472898
67,2,4,4878.429837965068,4.774797529005332,7,208.62754153629743
68,2,4,6077.841190121828,4.47430036623921,6,299.01643202373185
69,4,2,6217.959995261428,4.86457131145817,9,102.6641108454215
70,5,1,5586.915443790029,2.242551580035521,7,-53.80793840702375
71,2,5,4822.716061848329,2.5561300068408843,7,11.170415986685665
72,1,5,5858.188497630097,4.170092317152059,8,38.18290355266292
73,1,2,6647.251091441823,9.27934618289926,9,264.1963550498157
74,4,3,6429.259496502758,3.600718471073537,7,-75.87143598222593
75,2,2,5437.768122373575,4.136506276038815,8,82.55840588181525
76,4,1,5649.412706368738,7.75037870444235,7,89.57532243134595
77,4,3,4898.566842697792,8.712000054186161,8,144.028369564642
78,4,2,5616.778866001369,2.4987327238126635,6,16.44900577243768
79,2,3,6011.758606824496,4.285022719690048,8,-17.636574043459564
80,2,2,4358.514144776938,6.838820744232704,10,212.96149744431304
81,3,5,4894.181258139213,3.9090375397880273,8,-22.6829399049491
82,4,1,5657.747073541471,0.4197868019082873,8,-145.25686376452484
83,4,1,4490.733018742261,0.414852280270247,7,-87.05560624008137
84,4,3,4923.951185783209,2.11839881423187,9,-55.73978168350371
85,4,4,3969.24327630293,7.152649534508296,8,252.70475381999418
86,1,4,4800.570309963095,3.015416700268533,9,148.74970034979881
87,2,3,6011.904200893032,3.897419097491832,6,-57.38830747963029
88,4,5,7151.34808958625,0.19311014164114737,10,-124.84634141856833
89,2,3,4710.7152488426145,4.563125321385212,9,100.99220041105814
90,5,2,4166.949979163078,9.807663434188509,6,321.68521187237695
91,4,1,4836.261066739949,1.8871505224477692,8,4.143005021651987
92,2,3,4611.457062349077,2.2704337542266995,9,-137.36866189626926
93,3,3,6991.323781502558,3.984884393818108,8,-85.91684378651294
94,4,5,4259.065907627571,4.886224557213344,5,-17.780777659803814
95,5,5,4545.238736825514,5.495252249338639,8,-0.2975347360991947
96,4,4,4153.493358365653,4.621280334297694,10,178.82679277102054
97,2,1,5155.719751780691,6.888517435789594,7,73.2569113649206
98,1,3,3421.3922245444246,4.35236902968006,8,28.620887043000586
99,1,4,4768.703890135083,6.333195673747283,9,270.6904127806768
100,4,4,6308.026404051425,6.034123191275239,5,148.73927585840858
101,1,5,4596.729481832964,7.019997688663887,6,101.219493181402
102,2,5,6524.093585840704,7.975721825603017,8,152.98273876008392
103,2,1,7561.381924886888,3.2201226015648476,9,-23.373111464177764
104,1,3,4266.591957504825,0.4645077579522361,7,-21.939243141481537
105,4,4,6387.982922909945,7.543917601853623,9,283.37541911194495
106,2,5,6569.514320152704,7.560454714475969,8,161.06708009426163
107,4,4,3711.9127360494604,2.850442722669716,6,145.08837155790454
108,5,2,4282.9175108314585,4.741147725270172,9,68.51319773293987
109,5,1,5555.010027504608,1.9881578080594131,8,-95.1686515573941
110,2,5,4388.532533718674,3.1524217809643105,9,-33.18617177534184
111,5,2,6218.942693179343,6.556573480427927,8,105.8346623364264
112,5,5,7517.510054169733,0.2237097738311522,10,-93.74002696397562
113,4,2,5093.665548755579,0.28460521260896154,8,-13.825979532751322
114,5,1,4267.863361337492,3.9432702677556977,9,-61.239338625112
115,4,4,5826.492978403635,0.04717034704935452,8,51.156970922902886
116,1,5,4977.725730134193,2.2081521068801946,7,-6.946574836112279
117,5,4,3157.1040552681275,0.24979763781292408,9,76.3378958876124
118,5,2,5804.8457278455135,1.5425433392705068,8,-2.153084713061806
119,5,2,3989.4995210048,2.4094828500064103,7,21.804472431188564
120,5,4,6071.347694286695,8.001825349385298,8,358.1838244117412
121,1,4,4434.154431243148,7.128604225864342,7,267.33171883160713
122,1,3,5016.819686786999,9.839075692334758,9,198.47472712551036
123,2,5,5033.180474270871,0.8334303867784221,7,-29.02909917238759
124,1,1,3899.428805846922,9.37021451359836,8,186.37089463444144
125,1,3,4096.551774756854,9.01930901867623,9,126.62860190007295
126,5,1,6130.818831277386,7.869635867134077,9,147.9642830660237
127,3,3,5874.644853132092,3.44690404356933,10,-7.071820371552331
128,3,1,4716.582534135657,8.50373413088175,8,152.31332260551108
129,1,2,4784.715238179922,7.68882026678412,8,194.73200694224175
130,2,1,5508.333751746558,3.1663854146511716,8,-11.487356770782188
131,1,3,5527.585913952894,5.0897011773149465,6,74.04788050881947
132,3,1,4452.02036298796,0.0723033372192905,9,-74.20046029611258
133,5,4,3699.221315696967,5.187061893159278,8,181.21429250803877
134,5,5,4341.504320452096,3.059527763881081,9,-49.6944428005434
135,2,3,6058.147121224737,0.7521821482227842,8,16.01041314485216
136,3,2,6070.732303570961,4.409066859459832,5,127.321474145491
137,4,3,4966.616125140914,3.0922722417735904,8,-87.17144708825597
138,2,5,6439.445786246212,7.321720369930695,6,122.7120395582748
139,5,5,6350.769389367512,7.243455901889688,10,39.64483174032901
140,4,3,4637.817205250701,7.213906005019723,7,134.28032427230113
141,2,5,5562.610965718308,3.058474988678329,10,93.62004815412962
142,2,3,4045.2231803874606,3.806773802316328,8,47.29530941745265
143,1,5,5288.664742095946,8.31553052513783,7,70.18830162569857
144,2,2,4560.1746337669965,1.058119127904249,7,11.493415333531665
145,4,1,4725.537788761952,9.568565410725617,7,63.95344033154853
146,2,2,2139.3436693221834,2.8452530715337,9,34.042921207099305
147,1,5,5358.587231192203,5.540112216538439,9,81.58375304666976
148,2,3,3875.396280300457,4.653605759640962,7,37.14058716396144
149,3,1,5617.609155697248,3.5336211706021095,8,-72.3136627970716
150,3,3,4609.141337134093,7.618395846027659,9,46.551547534813494
151,3,4,3290.408151938095,2.614664146666236,9,75.01279509050825
152,2,3,3974.6247270642834,6.953981531071497,9,133.02900943360936
153,4,5,7250.973664277892,5.445217016089098,10,-93.53491186370519
154,3,2,3840.5561948096433,0.6929479061596688,7,8.673628986362544
155,4,4,6578.73473055856,9.034339824642538,8,327.8677476137196
156,2,4,5092.173755906603,8.93074455650141,4,296.35392660604646
157,2,2,4600.227113970537,1.5872939986181644,7,43.63638380183867
158,4,2,5176.831186778244,2.2500910000838905,7,-4.214965080833117
159,4,5,4634.468843029628,3.324788712114474,8,-61.21236732782596
160,3,5,4930.247366066719,8.474062577516179,10,95.26287458293712
161,5,1,4728.472282552828,7.563997368675772,9,49.57122127788942
162,1,3,3152.2869176309173,9.059920099772723,6,133.2697153587379
163,4,4,4561.049722392906,6.674437227930468,8,305.6803706279656
164,3,1,4323.810187202691,7.494122271340235,10,70.92784025876144
165,4,3,5714.215097646156,8.135842822466072,9,30.41297892365224
166,3,4,4631.588326018695,0.9116275600303747,8,155.11441963367025
167,3,5,5677.85366032237,5.170072957976534,6,74.59022576821334
168,4,5,3888.5321245071036,8.387373464201346,8,67.01083075876237
169,2,2,6638.521043461567,5.753565316448878,6,234.621894087327
170,4,5,3655.7856141991615,6.061302117622641,9,-47.162472292142425
171,2,3,5343.009480078645,3.7779785648801525,9,73.34190559218864
172,4,3,4769.767764567429,7.00585860862926,7,62.51637381387672
173,4,3,6049.729361809584,6.152272012181015,8,-20.327934538669638
174,4,2,3914.8467245574484,5.797318386919217,8,174.9026084974334
175,4,2,6869.4610930699955,7.840132492786701,7,140.71592445443147
176,1,1,5330.069689473942,6.216703251279018,8,43.05188268400821
177,1,4,5622.8717233215875,4.5545310648899875,10,224.0848952962623
178,5,3,5668.233646836271,1.3604541290298011,8,-175.95332116005162
179,5,2,4715.445905293163,8.236235777800955,8,147.169856896805
180,1,2,3877.8173702189933,5.302141178544969,7,116.07043681048918
181,1,2,7580.721473706236,2.3106208291847343,9,61.888547075777645
182,5,2,5384.064438269794,3.9819445315997317,7,46.90729881567523
183,2,5,5609.641433540442,8.031909912863323,8,160.21956543372485
184,3,5,4395.0359136546895,4.957117852265317,6,-20.259998353681844
185,2,2,4921.682213439654,2.337826258507846,9,103.36025726263912
186,5,4,4419.823501859607,5.474108382780032,8,150.60610236592794
187,2,5,7166.861676409072,7.938806891766742,8,98.38282170523313
188,4,5,3319.5380726809926,2.5583017950226794,7,-160.81441488841463
189,5,1,4301.734551571476,2.0669583332470554,8,-135.36704822712298
190,3,5,4110.977481399093,7.778342067943892,9,71.16653793633569
191,3,1,4255.401022184529,5.409983411560601,7,21.93793067439627
192,5,2,4363.6779659348595,1.7017221189743648,8,0.6102514074666265
193,4,2,4453.62352797583,4.627541390182851,7,120.34164108932458
194,1,4,3457.0090621486206,9.145158388820715,7,396.29759458618634
195,4,3,5053.3058754697395,6.498951392325363,7,-96.38662802834975
196,4,3,5193.666660467612,8.509518671477839,4,43.70269451231707
197,3,2,3134.84160114002,3.7300751869165802,8,104.0270619457216
198,2,4,5261.993029670368,9.2880152286365,6,388.0721719186944
199,2,1,5651.772084881716,3.5692525815186773,9,21.661231007924734
200,2,1,5852.682546530024,8.281550451923716,8,20.530015262393775
201,3,1,6208.369860402819,2.553349703529495,8,-105.85156571945888
202,3,2,3563.5061920954954,7.020429001449503,9,258.0451558667164
203,3,2,5946.692355010048,4.560923477071077,8,144.49237817950967
204,1,1,4619.45785242707,4.963320669656622,5,16.116597150544862
205,1,2,5582.153987738352,6.554709468936402,9,304.7844108605906
206,2,1,3961.923978305812,2.2554758574556635,8,-82.73770578279647
207,4,2,6113.7567439066825,7.605160503010869,9,208.9354280083736
208,4,1,6017.317595530835,1.8244914398109635,8,-176.83653207978955
209,4,1,4419.434016676105,2.1259808869330135,6,-5.442052777720946
210,2,3,5347.803891652678,4.545360647117796,7,95.85173315825554
211,4,2,4574.01280371543,6.321970401724485,9,61.60024601968936
212,2,1,4599.0152089261055,2.466889263254839,7,-80.0008773512071
213,3,1,5063.340110697131,1.3396667427017561,8,-64.33008689834519
214,5,5,4853.086939179199,8.990252805665213,10,91.66372619623817
215,2,3,5216.551996808695,5.119752342072694,9,-14.07131579023909
216,1,4,6807.89183776394,6.6782404415130125,7,321.4501427479546
217,2,5,6360.895318574796,6.739276319583125,9,105.8190825499478
218,5,5,7383.247474624353,9.553407872814137,9,121.31710573693344
219,3,2,5229.26183592423,8.83704879986002,7,192.32193086153504
220,1,4,3076.698339164524,9.311323461923228,9,383.18393404535476
221,2,1,4596.000132931648,0.4370996040035213,6,-63.06032204452395
222,3,1,5114.981115841213,8.773644738081142,8,165.50536439778958
223,5,5,6748.467627763536,8.101335003071004,9,106.54396539968393
224,5,3,4309.704549992263,3.748835993811274,7,-73.61358806019672
225,5,1,4620.460357637889,0.03868046677272807,8,-53.6768890192635
226,4,2,3900.7080347617575,3.7815871608755725,6,158.8268927260104
227,4,4,5155.6110021321765,9.92376950789031,10,354.4718327244534
228,2,4,5303.136854926551,3.464700577744292,7,185.7615796551828
229,5,3,5927.764680504559,2.654294151054385,9,-81.28318043004823
230,1,5,5668.631165110184,6.452171781411936,9,65.12642761626074
231,5,3,3713.5801747556984,1.057263848397133,9,-146.5150555064431
232,1,3,4044.8579961589494,2.7486152629881735,5,8.264107534972288
233,1,2,4566.819622950044,8.568070992082472,8,319.5570223202362
234,1,2,4373.6205384720015,7.615683238380164,7,221.47630667954434
235,2,4,5820.625578047852,5.401891584548277,7,305.0663863429294
236,1,1,5859.107392739059,7.169993368954476,6,104.85269598085108
237,5,5,6121.510657122164,4.5099347586828635,8,-75.27453387864108
238,4,5,4192.5009155626685,8.436874259737534,7,69.50288834456674
239,3,4,5438.046723925848,4.787745908320118,8,199.0269843112361
240,5,4,4760.28755570107,2.265255155565351,8,172.69781364980153
241,1,2,4565.838875175067,8.8938594810115,9,221.23302381604594
242,2,2,4979.426111080926,2.7750001537389846,8,112.78526023603142
243,3,5,4150.356994622269,6.653927671343824,9,71.47059088640627
244,3,5,5496.1728310706,0.9315924062118774,7,-103.90888750894668
245,3,1,4859.506066787952,0.6791836534659401,9,-116.18488802606947
246,3,2,4597.663977647525,9.901428868002574,8,395.08028614262395
247,4,4,4556.262737289775,7.781963778806611,7,355.3821561961588
248,3,3,3044.7772745904917,9.801624154003262,9,84.95202435696532
249,2,5,4868.264021753352,2.562595451057307,7,-38.611856493744625
250,1,2,4209.2156329478985,9.304464424689296,7,310.90497825766624
251,5,2,4099.454747800339,5.326710559637774,9,72.34235920260798
252,2,3,5206.833853314875,5.9930581940245045,7,33.39597463322772
253,2,1,5325.6828662831995,4.730392827856587,9,70.5203864199019
254,3,3,6064.210426663074,2.684284331484111,7,22.774537974759404
255,1,2,4982.665792793983,0.023751059131313923,8,70.68026253637223
256,4,4,3323.5327561382846,0.08135592885975873,7,83.96385766375771
257,2,1,4818.8001796557,1.1733773601022601,4,-14.649537149846655
258,4,4,5083.915256517546,6.290720524669094,6,247.64376636224884
259,4,3,5323.516383252908,0.743548339215302,7,-156.37435650444704
260,4,3,3640.6965440611943,8.209675872952015,9,-11.143952563584563
261,2,2,3815.525482856234,7.282850812036302,8,222.76618279481204
262,2,5,6166.3906590878005,2.540550143114336,8,-75.03935207483971
263,2,3,4852.95565861318,0.51920854654676,9,-39.9616315981728
264,4,2,5701.814835908203,9.327919669017627,8,181.26315400731892
265,2,5,5275.189524448505,1.316228991853925,7,11.797787022888777
266,2,5,4129.7548010376,8.013614335417476,7,105.00089929243515
267,3,4,2871.3331110464146,9.082768232965444,8,379.91382952474453
268,2,5,4939.043166774482,9.293412801302118,8,185.3199668913572
269,1,3,4570.473449382607,5.361844284352614,8,-5.6204563222901385
270,1,3,4835.774129981983,0.5900273106602028,7,-47.8573255970974
271,5,4,5550.411447949305,1.9975781622555622,10,-1.6028153772421376
272,3,2,4616.539151158396,0.17418767279964054,6,115.87019497507109
273,4,3,5084.156453866315,0.5264987212200878,9,-60.738980003072506
274,1,3,6107.023092571423,9.820741624032934,9,233.19703620589263
275,5,2,3708.8529975370907,7.662606184002771,9,200.4565899004023
276,3,2,4801.561580066962,0.4687346363374556,9,72.21771851900527
277,3,4,5435.972526863077,8.92091808058019,10,325.9337954841636
278,2,2,7073.944390412396,1.935393664325662,9,24.574087165150026
279,1,4,5709.72857960444,6.955890606555726,7,327.3586754677622
280,1,3,5358.770776726437,8.546386555102648,7,77.3246189933284
281,3,2,3071.609531696703,8.462015762033296,7,277.44863067186395
282,5,5,4314.923517753594,9.933371810299223,7,131.4884275706363
283,2,4,5690.294877377211,5.030130634400426,8,215.19476117389817
284,2,5,4352.162546613114,7.519319021724497,8,33.425157262110986
285,4,5,5284.7864500485975,1.123802371337621,9,-81.32072882885633
286,3,3,6784.186151558635,2.7725273981567202,9,-60.61470740826206
287,5,5,4315.784151666947,5.00592706675066,8,-110.96555618650119
288,3,5,6132.343686024904,3.921729590248597,10,-57.99113201494538
289,2,1,6366.579441075862,6.564425521025355,10,43.09702155468952
290,1,1,5778.651658319337,3.778688940019662,8,-0.8508329661365508
291,4,1,7977.857394661953,4.153328374005679,8,-80.36097793530625
292,2,2,5249.783865599567,0.9853532981400626,9,31.11695521751583
293,4,1,5589.500786518135,2.673014729063582,5,-53.95286015689001
294,1,5,5053.068922695028,8.214478420013242,10,105.47179754558081
295,1,2,3751.6973305361353,2.903375451015313,7,75.31366152355994
296,2,4,4937.7519477214355,9.334920448937346,8,305.3692393203976
297,5,1,4658.102293066294,4.109899975651736,8,-18.157101461840924
298,4,4,4723.870566070283,1.185735167625629,10,62.87650914134717
299,3,2,4165.981551200362,0.31961806045901375,8,178.47152527164366
300,3,3,3733.536890321157,2.032467271466445,7,-47.669319614757306
301,1,3,4766.755964517266,7.14474951683438,8,59.42870334932026
302,3,3,5562.586021173045,7.906752394306266,8,80.31505397909642
303,4,3,5709.289950154627,7.46824351490032,7,2.3347833940871396
304,3,1,4571.958891176769,2.7703369714339976,8,-3.217219813375074
305,1,2,5349.258715020364,6.03426888185902,8,207.6700027880389
306,3,5,4891.4454769603135,6.715210119755222,8,30.512950689250804
307,2,1,5340.917474596146,4.05184447683482,9,49.3017368402899
308,1,2,4832.843114171102,8.73914164539292,9,263.75343381581644
309,4,3,5610.968899467154,0.5300785162883004,10,-74.21502769948886
310,2,1,2610.9367224829557,4.826646654693119,8,70.96708115024136
311,4,3,5626.461216068746,5.835520155992836,8,62.05233341450828
312,1,4,4505.538904087623,6.913598806728611,8,357.12093789734695
313,3,3,4484.169847027214,2.896513650892878,7,-83.94319001267084
314,4,5,4234.517024704052,9.334807938537674,9,153.6156239421893
315,4,2,5375.680698135561,1.3464400778728036,7,23.089593744225326
316,5,4,4033.439539680514,8.179231631775242,9,305.6251999633087
317,1,3,3501.639769694476,1.2977551333284987,10,-43.459672356094856
318,1,3,6330.764618836816,2.5755517269771255,8,36.335466227315365
319,1,2,7271.0769289186655,8.172037378923315,7,298.7707167480293
320,4,5,4698.789827999382,4.637627523014382,10,-95.46372732042119
321,2,3,4275.016704594485,6.902048100153525,10,42.317605878287324
322,1,3,6242.934937860893,7.893258854584922,6,114.13793804197421
323,3,3,4447.906823894633,7.5797089459419,8,95.44924067807807
324,2,3,6142.877631490049,3.294561943865438,6,25.197752248707275
325,4,4,6091.41593939747,7.807873276921667,9,226.05531521296115
326,1,5,2866.6473431207223,4.614965358415555,9,49.20037479436113
327,5,4,4994.7403305833295,2.417274044026146,9,140.6293245292751
328,1,5,5190.381782268539,9.413582178033247,7,240.02556250349386
329,5,5,3619.7954635404412,5.1482797130151345,5,-82.47734985927508
330,2,1,5103.71164348432,6.638935558025389,6,50.06452649936849
331,4,1,4671.402307695545,3.950482158523272,7,-14.576970332918933
332,2,3,7444.872317795588,4.533158785373158,7,31.528639913225376
333,1,4,5562.727317412042,9.092322893510389,9,329.6221808085779
334,1,5,4841.979093964114,0.08869927265043098,8,-79.3511976298536
335,2,1,4059.3193318528824,9.63464088760107,7,215.88783737395053
336,5,1,4299.048417113868,0.9574528519350434,8,-116.76147326572995
337,2,2,6785.9528106632715,8.58293671099355,9,226.37259193918294
338,5,1,5246.802440152036,2.4660648270331675,9,-82.36155600120269
339,4,3,6242.158453921882,3.3056739824025136,9,-73.45551973564935
340,5,1,4710.542108954645,7.003556216595164,6,-48.473029104218185
341,1,1,6388.439707690456,0.819044102085662,7,-75.04684418348373
342,1,5,3716.862234717851,5.8532381437300405,5,4.660713518169835
343,5,5,4635.895128290951,1.2876035032789812,10,-135.35147072391533
344,1,5,6449.194634520458,2.955803383367206,8,-66.34006961163743
345,4,4,6508.274200823931,6.5967282186006715,8,155.17443383222104
346,2,2,4888.720807799514,5.922086348289088,8,92.21006116498356
347,5,4,3716.417708571716,4.654919161299703,10,192.41584788186339
348,3,1,5751.841116177663,7.5847517161466715,8,5.924463394129646
349,1,2,4966.623028383563,9.012103722829792,9,287.49915097631873
350,1,3,5440.068043363572,1.1085489536369042,9,40.68962801976597
351,2,2,6365.837658023625,6.324474649038725,7,161.72864172681844
352,2,4,6235.623413401738,0.05303865881291947,9,238.1652281253185
353,5,4,5167.767357138247,8.510645160458113,8,299.0495032569421
354,3,5,6837.178618566161,6.275154106804793,8,96.75418364231064
355,4,5,5382.750440796693,2.8564283226210696,8,-34.78586716022516
356,3,2,5560.188558817308,4.899771191068297,8,94.64588068271726
357,3,2,3304.5352496439355,3.116318626516951,9,106.68272173784052
358,3,1,4847.617205111854,9.123455161826932,8,174.83171918519045
359,4,1,4979.436854356764,7.844457209549112,8,24.172648252711127
360,2,1,4827.050577175513,8.211413200681296,6,60.2597395941794
361,4,1,3727.620565734206,0.6363568441906475,9,-15.798448403465784
362,2,3,6422.23716165875,0.045427974507189495,7,-129.07116870184802
363,4,2,4581.502067600543,1.1204686398070673,8,-7.147116110790698
364,3,3,5741.83616599359,4.501688632321159,10,-18.873864013365875
365,4,4,5805.8452780137695,4.981333291712583,8,194.00306304518034
366,2,1,5766.722628990799,3.4348862625526646,7,-28.568795305973794
367,2,5,6150.214529583397,2.280578787824502,8,-84.01784341196681
368,1,2,4469.898705131262,0.9539475254417074,9,142.5209815168408
369,1,2,6050.239013551705,0.4382830808587779,10,55.2336266605557
370,3,3,4332.535094409301,6.040236912686484,8,71.50294647922628
371,4,3,6994.15905427621,8.181586212661438,8,121.88040940467471
372,3,2,3557.202539402362,5.497787542571962,6,109.99429692341805
373,2,2,5771.670399008588,1.5459762878491934,9,72.84676992020563
374,4,2,4688.811725301022,7.437214661131252,8,106.31774021541135
375,3,2,5994.436490906838,5.7541855809253715,8,220.27877716745897
376,3,4,5587.065852077845,2.1548558427145883,8,188.59234135315046
377,2,2,7449.527549523174,7.298374812587048,5,197.61204014243052
378,2,2,2519.7515118684246,7.013438200493852,10,168.4381083053135
379,3,3,6027.624037875437,0.577837043215027,8,-65.175343603454
380,5,1,5360.714164647334,6.777058140806336,8,-79.30125718837522
381,5,3,4181.279557851644,6.4657455412028595,8,-18.167311144360884
382,3,5,5155.220658997553,9.634514473691887,9,211.3191174564635
383,4,3,6005.51362123532,7.0615940917731415,8,49.5077566826203
384,5,4,4320.560046950337,5.946445060487761,10,82.97548190933537
385,1,5,6631.251293402625,9.418646197839983,8,240.5321612805164
386,3,3,6469.669083171076,7.597070344175727,7,128.8613208278337
387,1,5,5084.088695900773,0.36639588606846574,8,47.40339158479465
388,3,4,4823.0371854583655,8.592202351449718,7,330.95460932354024
389,5,4,5429.712821860201,0.7223802025475778,8,37.56325099289516
390,4,4,4393.861140643622,8.904908060856352,7,333.8433608998948
391,4,1,5174.125130107196,3.393457260394146,8,-141.9019421062386
392,1,5,4692.719200093927,8.04136960628934,8,167.72013351300728
393,1,3,6117.253761296405,9.543095853776679,6,220.86219733091608
394,3,1,6014.886123805809,2.6685355816379195,9,-79.52444858771784
395,1,5,3904.854141809758,1.596785110202693,8,14.367417494666459
396,1,4,5273.573515641354,1.4325028851206312,6,157.6654732971632
397,5,2,5793.085992273522,5.108690323315351,8,28.921133907735168
398,4,1,3510.1614558097767,5.118158464405305,9,-108.39084235921727
399,3,1,5771.976031260081,4.621648969609956,9,-66.1771176126675
400,5,2,5471.425654220407,5.048237503977329,6,-28.861525169877225
401,4,1,3923.728754073541,1.4496238390923288,7,-39.74242077645312
402,4,5,4919.39911104666,1.6243773848041498,8,-31.13843597446847
403,2,1,3211.769818404463,9.623840167053359,6,106.84365696143605
404,2,5,5582.370258376668,7.265465515039898,6,65.87564673254667
405,1,4,4524.702271539434,1.7147994089145457,6,155.84064356897198
406,1,5,5751.914217030452,3.9982829641770734,9,63.456114082902374
407,2,5,5778.620260132747,8.965075589562051,8,185.65735352314172
408,5,1,3736.9692403300696,1.638393701025348,7,-127.54474755896464
409,3,3,3710.351086022237,8.342636640865793,4,84.54610317433544
410,5,2,5402.551407391209,9.649853990197595,5,265.26011491916444
411,4,5,4939.638085691229,2.024962898557882,8,-81.97696272302296
412,4,5,5071.071058268015,7.503515004269942,7,-2.974391290942215
413,5,2,3498.5646528147454,0.1866561855653659,8,-63.255154620637605
414,1,4,3421.513600233876,4.5332713515379695,7,276.5647931405122
415,4,1,5301.24324695764,6.801916312997177,10,-59.32689665521188
416,5,2,5011.040664012656,9.237230159192743,7,174.64084838446803
417,2,2,5346.726266137145,7.626940389363146,9,201.5754337626945
418,3,3,6098.0956919057635,3.0479004826068232,8,-15.248599292621847
419,5,1,4979.203141814112,3.535498060087182,7,-61.62650384627479
420,3,5,5115.030567625009,8.275231240489244,8,36.497698678227074
421,1,2,4944.380014764058,1.501965502111593,7,110.31772721564317
422,5,2,3858.6114610547684,0.9929955516157929,8,-75.24570917371707
423,1,3,3621.177557459275,6.378773360025603,9,85.8935484024065
