,category1,category2,macro_state_1,macro_state_2,innovation_success,year,feature1,feature2,cat_feature1,cat_feature2,label
82,5,3,5.4140326984068565,8.427177635646181,9,1,45.625015274671405,-137.474783786343,15,22,True
83,5,5,4.907281627374955,2.529640940003718,7,1,12.413660508735756,29.51522430478366,25,20,False
84,1,3,5.027352283292767,4.562073864730047,8,1,22.93515246040086,10.671231466270171,3,2,False
85,1,4,4.203660806501924,2.0087430084985836,9,1,8.444074255160258,18.53404887031305,4,1,False
86,1,5,3.5576660561635385,5.881763321256458,8,1,20.92534971842182,-48.63254805169705,5,0,True
87,1,4,6.232413136437606,3.176469278625027,9,1,19.797068859593107,60.49873098416624,4,1,False
88,4,2,4.817481243374793,7.335689772288335,9,1,35.33954788521536,-88.99235089249784,8,18,True
89,3,4,4.172215829071593,7.378576484061979,10,1,30.78501360281881,-98.70785637942205,12,11,True
90,3,2,5.299813652672777,9.306606729786937,8,1,49.32328140658115,-197.62818248044294,6,13,True
91,1,3,6.308610157379504,9.218657571812995,10,1,58.15691679494294,-169.2393853505474,3,2,True
92,3,1,5.808872661343586,1.5121691329518916,7,1,8.783997935731877,37.74223492384452,3,14,False
93,3,3,5.958271143561131,1.9330159022796956,9,1,11.517432870597894,46.36060702848126,9,12,False
94,1,4,4.011404345033427,6.979570016521027,8,1,27.99787749073748,-83.10233884252237,4,1,True
95,3,2,4.14391119684029,9.642432863713358,9,1,39.95738550872257,-219.70654997131098,6,13,True
96,5,4,4.463066114943733,0.9200633496730104,8,1,4.10630355952724,14.548644866446024,20,21,True
97,2,1,5.4736990977233635,4.902741187253675,8,1,26.83613001304161,15.322300717339143,2,9,False
98,2,5,5.563656443753328,9.79188393175896,7,1,54.478678133415414,-230.3482443939184,10,5,True
99,1,5,5.080667973112994,4.906284713562947,6,1,24.927203611173123,4.346887017184071,5,0,False
100,4,5,6.388479776028867,0.9857380228370538,10,1,6.2973674233571995,34.02304991336189,20,15,False
101,1,4,5.115341501195079,7.887420680391336,8,1,40.34685034379013,-111.84466378416795,4,1,True
102,4,5,5.921590678250751,7.766564035428612,7,1,45.9904131942316,-84.85108702895847,20,15,True
103,2,2,3.133450333387124,2.9597609620954826,7,1,9.274263973424285,1.6108410787367842,4,8,False
104,1,1,5.55772288409887,7.981825942009692,9,1,44.36077669480128,-107.53509443716693,1,4,True
105,5,3,7.157206099428591,4.358333508792917,9,1,31.19349117247668,87.30660744888083,15,22,False
106,3,2,5.281459336416272,2.490514939460795,8,1,13.15355337949942,36.710836104568685,6,13,False
107,4,1,4.961103314862106,0.9716275497225879,9,1,4.820344657740076,19.230648191673776,4,19,False
108,3,3,5.243199358232009,3.560083708233106,8,1,18.666228614260053,31.417421507118434,9,12,False
109,3,5,5.101019636171789,7.413659024316296,9,1,37.81722025891961,-87.4575931209139,15,10,True
110,1,3,3.912619053375754,7.306172267145799,10,1,28.586268819680182,-97.00902442272012,3,2,True
111,3,4,5.333110087436144,7.69953224673497,8,1,41.062453093602144,-97.17109891586873,12,11,True
112,5,4,4.546364029120205,9.336246533413666,7,1,42.44597540651011,-203.3112349773133,20,21,True
113,3,5,4.845822329837512,4.83480916609431,7,1,23.428626217562886,0.25802329681230174,15,10,False
114,1,5,4.316080898126993,5.42321668667179,9,1,23.407041947747672,-25.91477384432076,5,0,True
115,5,2,5.705498827067701,6.222932905669298,8,1,35.50493639421718,-18.371464048950074,10,23,False
116,2,2,3.646009623105887,5.577661902927664,7,1,20.336208972505357,-39.28248442467205,4,8,True
117,3,4,4.633272796765502,9.629116621723686,9,1,44.61432410031489,-222.8861955612412,12,11,True
118,1,1,6.10509880051204,1.6118668478360199,9,1,9.840606359308808,44.21612692735317,1,4,False
119,2,2,6.0435961925978825,7.879462240670049,8,1,47.62028799743229,-87.42446993390446,4,8,True
120,2,1,4.810838190765721,1.0013282890551867,9,1,4.817228374480789,18.351279191385505,2,9,False
121,4,4,3.189977233528367,2.6919772072803783,9,1,8.587346004401681,4.2764985355926,16,16,True
122,5,2,6.490544524910055,0.1525139873190584,10,1,0.9898988253659161,6.274008984294634,10,23,False
123,3,1,4.741049795877579,3.025588086414741,9,1,14.344463779506244,24.607378356519547,3,14,False
124,1,1,4.507884139544688,2.631921828546867,9,1,11.864398667427874,22.25716474274746,1,4,False
125,4,2,5.19965110316646,4.196946056729711,8,1,21.822655193804767,21.881686489477158,8,18,False
126,5,5,5.225042587508699,0.9614187330976731,9,1,5.023453824864001,21.41811755922246,25,20,True
127,4,3,4.769020144457272,1.349664608209512,10,1,6.436577704812195,22.008947609438483,12,17,False
128,5,5,5.09773479635922,0.21523745354255275,7,1,1.0972234564036223,5.357190610366805,25,20,True
129,5,3,5.333626965217208,8.742684660528731,10,1,46.63021865378689,-158.9651057357511,15,22,True
130,3,1,3.755607599519575,3.47564270955396,10,1,13.05315017321566,3.6544237519489657,3,14,False
131,5,2,4.396673291371699,7.52394397260589,8,1,33.0803235101334,-103.45112583898229,10,23,True
132,4,4,5.752078128609383,7.6529909257607756,8,1,44.02060172251463,-83.6793251526327,16,16,True
133,5,2,6.323531596372547,9.296853495391863,8,1,58.788946824957,-174.79846301492674,10,23,True
134,3,5,5.970784748679913,4.777294003879349,9,1,28.524194178322812,34.043361754722405,15,10,False
135,3,3,4.382071212330047,2.7441299262160768,8,1,12.024972752564846,19.696199335821508,9,12,False
136,4,2,5.809732938524571,1.2754196682612418,8,1,7.409847657139418,33.5985705623969,8,18,False
137,2,3,4.292455188813241,5.624624961061486,7,1,24.14345059923685,-32.163175086072116,6,7,True
138,2,5,4.53241053342371,5.593886740901267,9,1,25.35379118724013,-26.912446114609555,10,5,True
139,5,5,3.9809986682993674,0.8498491621784421,9,1,3.383248382887711,10.593456503163276,25,20,True
140,1,2,4.750190557197375,1.5887461632963806,8,1,7.546847022674027,23.858937211461217,2,3,False
141,5,4,4.493524481136101,6.098309586191925,9,1,27.402903419100376,-43.9757712422556,20,21,True
142,4,4,6.138819365325098,8.317436372912455,9,1,51.05923947589432,-111.23852751665916,16,16,True
143,4,3,3.7722781785852,2.4931874169918733,9,1,9.404996488241643,12.029844120927567,12,17,False
144,4,2,5.662392030485509,9.170909881499655,10,1,51.929287025304454,-182.194830518718,8,18,True
145,4,1,6.619578399707459,2.8818716113526754,7,1,19.0767750692403,71.30339167621676,4,19,False
146,4,5,4.726568286270387,1.5136144429310838,7,1,7.15420202359888,22.986120887747845,20,15,False
147,3,3,6.524948764421443,5.634117886279127,10,1,36.762330540681745,32.74901919811359,9,12,False
148,2,5,3.5448648212023763,6.664674556900675,9,1,23.625370381519737,-73.7066605257435,10,5,True
149,4,3,6.3225100669431455,3.0008220011046207,10,1,18.97272731108844,63.02148188565112,12,17,False
150,1,2,3.853627696639423,5.441658921902364,9,1,20.97012753710797,-33.3012173266737,2,3,True
151,1,3,5.068117157022992,5.963657000441007,8,1,30.22451236253534,-27.067255068530752,3,2,True
152,1,3,3.7286339121868823,4.939180874283081,10,1,18.41639730627675,-22.293913811869935,3,2,True
153,1,1,5.478242158369216,0.9770914775398809,9,1,5.352743724842243,24.093506061378616,1,4,False
154,3,3,7.0214432648510545,5.353325042285835,8,1,37.58806806271637,62.70134128643891,9,12,False
155,1,4,4.521865507219915,9.044160556321488,9,1,40.896477661389014,-184.94593845379262,4,1,True
156,4,3,3.553947205386054,1.067574481426028,9,1,3.7941033448054977,9.433555068409891,12,17,False
157,5,3,4.623074081620563,9.6275898355662,9,1,44.50906103727967,-222.74629715439406,15,22,True
158,1,2,5.902926743301195,6.3030269111817985,8,1,37.20630611776216,-14.886249323933775,2,3,False
159,3,3,5.425667456514706,7.787355529562795,9,1,42.2516014690587,-99.78510325665705,9,12,True
160,3,1,7.939464260738271,3.5988603231453786,7,1,28.57302291500172,124.02417577378839,3,14,False
161,1,2,5.020372866622774,7.7108605736138705,8,1,38.71139520208239,-104.1525329116768,2,3,True
162,5,5,6.378736728732031,2.897919014406435,5,1,18.485062454085256,64.34313284059493,25,20,False
163,1,4,3.1914394100710624,6.785891082804997,7,1,21.656760234113662,-77.8441780495076,4,1,True
164,3,4,6.681063945645546,1.9741847810679947,8,1,13.189654762835525,62.0821111911616,12,11,False
165,2,5,4.967990697376827,7.221014340576861,9,1,35.87393206961051,-80.82481712738442,10,5,True
166,4,3,4.9143399499860845,4.94514167622669,9,1,24.302107297821976,-0.7485468560573392,12,17,False
167,3,1,3.3854483128816333,3.8955856928108465,10,1,13.18830401141231,-6.727846854091808,3,14,False
168,1,1,4.379735655547542,9.67037536041752,9,1,42.35368776854902,-224.0781021559514,1,4,True
169,4,1,4.718950205943279,4.060217869870466,7,1,19.159965953199816,12.621289131426872,4,19,False
170,1,1,5.505689603173996,1.147813951388733,9,1,6.319507338539011,27.539627161897446,1,4,False
171,1,3,4.873345879802633,0.4821019574914165,9,1,2.349449588185579,10.317006224896515,3,2,False
172,2,5,7.1983579657199535,4.190403069726037,7,1,30.164021316539767,90.73201560195065,10,5,False
173,4,5,3.096118871848307,1.4552100508026844,8,1,4.505503300793524,7.393120109522263,20,15,True
174,4,4,5.51451755893271,7.101015070015267,10,1,39.15867228984497,-62.12513612513655,16,16,True
175,2,5,2.4318421307730933,1.2644355253623885,10,1,3.0749075822224663,3.5896674225139673,10,5,True
176,3,1,4.930400429421223,6.059697896530607,5,1,29.876737111217384,-33.739723545190735,3,14,False
177,1,3,5.4578777371445435,5.3384553224708355,7,1,29.13663645525437,3.4795674809564634,3,2,False
178,5,2,4.7247042940961705,2.2274158832221413,6,1,10.523881388197665,26.28116702815892,10,23,False
179,1,2,6.4230494272961565,5.035812477833947,8,1,32.34527245172217,44.87055708545111,2,3,False
180,1,1,5.717099101178181,4.111319973713355,8,1,23.504823726372525,37.743555334549,1,4,False
181,3,4,5.4182893727779415,2.063662849776838,8,1,11.181522487942484,37.509831905585145,12,11,False
182,1,2,5.350925953359398,2.319175441285042,8,1,12.409736059165864,37.62322365208371,2,3,False
183,2,1,4.34249734809257,1.0306360888642352,7,1,4.475534482741439,14.822349267731894,2,9,False
184,2,3,4.745012642074585,5.827131547243475,8,1,27.649812858701925,-29.920385218783235,6,7,True
185,4,2,7.233699799425372,8.528897254494623,9,1,61.69548235915736,-79.90783174085051,8,18,True
186,5,1,4.743411681740841,9.694916244506642,8,1,45.98697896769185,-227.7047361863411,5,24,True
187,1,2,3.9223903086756486,6.705919405732437,8,1,26.303233287804876,-73.21581520327756,2,3,True
188,1,3,6.539947788759562,7.67305027217866,8,1,50.18134816057579,-56.860610222066796,3,2,True
189,3,5,6.021181085518077,2.642814494385969,8,1,15.912864646129819,53.75949028969224,15,10,False
190,2,5,4.853191262110851,9.293190747068664,8,1,45.101632130803054,-200.2512234315223,10,5,True
191,5,3,3.999011674388322,9.03737190510143,7,1,36.14055575428965,-182.08913882828276,15,22,True
192,4,3,6.402446741226049,4.715449955420469,9,1,30.190417200496302,50.93113677936674,12,17,False
193,2,5,4.635079944568761,4.110210382564957,7,1,19.051153712185126,9.999370704581755,10,5,False
194,4,3,5.694581127487112,3.1783662808841973,7,1,18.09946463936455,45.542141641133554,12,17,False
195,3,3,5.99917159574267,3.7929168444375083,8,1,22.75435899816342,50.2019126526014,9,12,False
196,3,3,4.918575542736377,5.774245122966449,10,1,28.401060839587583,-24.301923806698635,9,12,True
197,1,5,5.934496105779297,9.15600117506528,9,1,54.336253317935565,-175.04451550973673,5,0,True
198,5,5,4.7189724850186705,4.917576571537308,9,1,23.205908534057002,-4.608788266241437,25,20,True
199,4,2,4.326350796133036,3.0374523165575242,9,1,13.141084247954778,16.937523507162616,8,18,False
200,2,5,3.4188988538799525,0.7685069269604694,10,1,2.6274474517839534,6.963765514613359,10,5,True
201,3,2,5.9931805312774085,2.9665462267464573,8,1,17.779047091271323,53.810673828313014,6,13,False
202,1,5,4.568224332481936,8.179679355007147,8,1,37.366610261443796,-134.9478323034333,5,0,True
203,1,4,5.1257809755202155,2.2750918978608734,8,1,11.661622767615446,33.24366065142486,4,1,False
204,4,2,5.259683737644889,1.753239676406061,9,1,9.221486214186747,32.33462557153084,8,18,False
205,3,3,5.198401196314401,9.344773748337374,7,1,48.577883032644415,-201.42200084193934,9,12,True
206,5,4,4.598387296210136,1.5197847061905823,8,1,6.988558685921228,21.514994870980743,20,21,False
207,3,5,4.542976478398042,6.8075503251543354,10,1,30.92654100268709,-70.03543592532134,15,10,True
208,4,5,5.08303136291485,8.674276790724667,9,1,44.09162097785786,-158.34383224145543,20,15,True
209,4,4,2.5961244958098395,7.529929541160301,9,1,19.5486345335284,-96.44915169123468,16,16,True
210,3,1,2.7105181799050615,8.31806397787801,6,1,22.54626363365176,-126.42920589887422,3,14,True
211,4,3,5.695805981585609,7.692887217207094,8,1,43.817193027431635,-87.50649399268828,12,17,True
212,3,2,6.558011484743924,5.7837712713861595,9,1,37.9300384228824,29.36696104120066,6,13,False
213,2,4,5.5690499526779895,3.0598255005223773,8,1,17.040321058887052,42.7579902735416,8,6,False
214,3,2,6.603997371107633,3.7101852938540256,7,1,24.502053926934188,70.90433957128134,6,13,False
215,3,5,5.70380753472414,0.6247259767662949,9,1,3.563316733417491,18.09837630586337,15,10,False
216,4,1,5.442037599045607,5.9677556763124,9,1,32.47675077240993,-17.073614971944192,4,19,False
217,4,1,3.7230825791328916,0.9226620935778274,6,1,3.435147167025891,9.61985649743575,4,19,False
218,1,2,5.319876769641882,6.258332592851233,9,1,33.29355817740192,-31.244533546942158,2,3,False
219,1,5,4.245294632456554,5.701935109210271,9,1,24.206394513745938,-35.260014044991436,5,0,True
220,2,1,3.643017266664347,2.221600221669563,7,1,8.093327967167559,11.503994323264953,2,9,False
221,1,3,5.630753682249803,8.29885880339824,7,1,46.72882976570583,-124.67743000315323,3,2,True
222,3,5,5.223599500122785,8.67591453602246,10,1,45.31950283347493,-156.45720105150346,15,10,True
223,4,4,5.273737486286173,0.34600697590128404,8,1,1.8247499593271181,8.991876048399824,16,16,True
224,1,4,4.716076961115299,3.629445037408824,8,1,17.11674212255801,18.599598420222854,4,1,False
225,1,4,6.677913258465668,6.30942971434423,8,1,42.133824342776585,15.525620921216435,4,1,False
226,2,3,5.706333062308696,5.336174472840861,8,1,30.449988820619485,11.271324911151838,6,7,False
227,2,5,4.31637566703785,5.1338470267758565,8,1,22.15961238466992,-18.114848467363295,10,5,True
228,3,2,4.931603254103956,9.902182692244436,7,1,48.833636387804525,-242.7314689188499,6,13,True
229,4,2,3.5055817834501326,3.953706469550853,10,1,13.860041376766405,-6.211026691306439,8,18,False
230,2,5,3.770060270475401,8.155749563242937,5,1,30.747667404329302,-134.8497157127444,10,5,True
231,1,3,4.499341332195493,5.563772499145441,8,1,25.033311568337695,-26.646237045307323,3,2,True
232,4,5,5.184757390786724,7.569228717485225,9,1,39.244614535536634,-93.5776580873223,20,15,True
233,4,2,5.043933838084861,3.1839730666466437,9,1,16.059749490409832,29.870504051287188,8,18,False
234,1,5,4.931143741267126,3.120237193816852,7,1,15.38633810955887,27.86322042388384,5,0,False
235,2,4,1.5090335373577886,7.9651629307703375,8,1,12.019697993051492,-77.60072551288157,8,6,True
236,1,5,3.705696619712185,0.3039514783155617,8,1,1.1263519657504983,3.8315623269942938,5,0,True
237,4,1,4.3937937565746426,0.46874530288628646,8,1,2.0595701852454553,8.083912770860316,4,19,False
238,5,5,5.650372715993942,8.438228126034199,8,1,47.67913397467633,-132.92253159733562,25,20,True
239,5,2,4.6237369233926975,8.579709489336553,8,1,39.67031955782812,-156.93469585299403,10,23,True
240,3,2,5.075702033044528,3.5185482095091047,10,1,17.859102300370544,27.80936943193226,6,13,False
241,1,2,4.6674437840561875,2.6765260951561167,6,1,12.492535085700597,24.87160908132608,2,3,False
242,1,4,6.502941241190445,4.796112581886849,10,1,31.188838306144376,53.234003071313055,4,1,False
243,3,2,5.269516629977584,1.6150001834393646,10,1,8.51027032405058,31.100922863728993,6,13,False
244,3,1,4.679315870457703,6.9649003693633285,7,1,32.59096883451854,-74.48941317249191,3,14,True
245,3,5,6.45376094743356,7.344413441787534,9,1,47.39908865241449,-42.21611653837811,15,10,True
246,4,3,4.458741797477779,1.962325361777486,8,1,8.749502110807981,21.842400873615446,12,17,False
247,1,2,4.714424018889899,0.26318824205143865,9,1,1.240780969816711,5.523008644068465,2,3,False
248,4,5,3.5155926990316355,7.050340352099788,9,1,24.786125067530143,-87.61269741110587,20,15,True
249,3,4,5.729914862225007,6.479339243630551,7,1,37.126062229476425,-27.823176220349097,12,11,True
250,1,5,4.995019019617563,3.1093470375810472,10,1,15.531247591308857,29.28683842900323,5,0,False
251,4,2,5.544242884169718,7.756920427311087,8,1,43.00625088219022,-95.15896554172598,8,18,True
252,4,2,6.409982999581345,9.31156348478482,6,1,59.68696363699312,-173.18652891014867,8,18,True
253,3,2,6.799100447107158,0.19476712239175464,8,1,1.3242412289355534,8.745730478221155,6,13,False
254,1,1,4.6637848212567405,1.9632025310808987,9,1,9.155954165507909,24.726407669032387,1,4,False
255,3,5,5.207687168099151,2.0952211479144847,8,1,10.911256286324235,33.96091442871052,15,10,False
256,1,3,5.210144214262059,9.779738396336661,8,1,50.953847422669966,-232.83840473694963,3,2,True
257,5,1,5.280040918069738,3.0741689328207933,6,1,16.23173775435257,35.80513558423395,5,24,False
258,2,3,4.950266448157527,7.5874750813949525,8,1,37.560023321660736,-99.05361776848274,6,7,True
259,2,2,6.191155275040524,3.493234882234181,8,1,21.627159568099714,58.348354837253034,4,8,False
260,2,3,4.598311606648307,3.30728067532866,10,1,15.20790711580743,19.63387848714356,6,7,False
261,3,3,6.859228502671471,0.8878530602599266,6,1,6.08998701711898,36.36559891862941,9,12,False
262,5,1,4.603886492112826,1.2233524644982863,7,1,5.632175886396596,19.039762233473777,5,24,False
263,1,1,4.260479539869436,7.355952688188415,9,1,31.339885924274324,-97.01177534997109,1,4,True
264,4,5,4.216263541122794,1.8975355662443616,10,1,8.0005100259399,18.55100641044222,20,15,False
265,1,3,4.479981494677205,9.773021736848957,9,1,43.78295652816141,-231.7449508248147,3,2,True
266,4,1,4.990673513570419,8.892418277343076,7,1,44.37915636832558,-173.15614098076227,4,19,True
267,1,5,3.3764697700440127,5.462027335932273,7,1,18.442370182929352,-38.46262466792037,5,0,True
268,5,3,3.1983776176145344,8.630504847248128,9,1,27.60361353215216,-149.9463407042861,15,22,True
269,4,3,4.179660653323318,2.922492382656401,8,1,12.215026421426073,15.35634364237492,12,17,False
270,3,2,5.13372798340404,2.2357024057427246,8,1,11.47748800292516,33.26205379977801,6,13,False
271,1,1,5.19514989866593,7.424907146794723,9,1,38.57350561127455,-86.0095537224761,1,4,True
272,1,4,4.731262818532326,4.810396544485387,8,1,22.7592503133201,-1.801024277191388,4,1,False
273,4,1,5.1202740467916925,3.9663662043983106,9,1,20.308881936452345,23.434578136713654,4,19,False
274,3,2,4.660286441666449,6.396283591824189,7,1,29.808513700031845,-51.747494833693224,6,13,True
275,3,5,4.407827267425182,7.415225313866657,7,1,32.6850323325629,-98.2969023848261,15,10,True
276,5,1,5.701697389433564,3.373076299002933,8,1,19.232260328385248,44.78464701733022,5,24,False
277,3,3,5.188780475871411,3.4607215844255323,8,1,17.956924589693976,31.030623200243813,9,12,False
278,3,4,5.377240242270624,3.5442165875477727,7,1,19.058104061884947,34.933955559604755,12,11,False
279,3,5,4.988934517592201,9.45513864574862,6,1,47.171067558395265,-210.67561665885032,15,10,True
280,2,1,5.178110143405812,7.165719704781974,8,1,37.10488588813444,-73.75002596502745,2,9,True
281,5,5,5.566306576186799,9.026861382250189,9,1,50.246277874345886,-173.87999838486425,25,20,True
282,1,3,6.9356373399154325,0.8921449632435241,8,1,6.187593919689267,37.39467668358353,3,2,False
